361,727.4467846151298
362,727.4393612450948
363,727.4325889411169
364,727.4264099549741
365,727.4207697919934
366,727.415621378698
367,727.4109225065789
368,727.4066341838655
369,727.4027195424633
370,727.3991461557988
371,727.3958845491045
372,727.3929075701011
373,727.3901901476318
374,727.3877069206706
375,727.3854404373049
376,727.3833714190398
377,727.3814818628291
378,727.3797591633929
379,727.3781858290638
380,727.3767513027294
381,727.3754417791339
382,727.3742470060482
383,727.373156264827
384,727.3721608435912
385,727.3712522628946
386,727.3704224597545
387,727.3696654787001
388,727.3689742476798
389,727.3683430147117
390,727.3677674893947
391,727.3672417211801
392,727.3667619336727
393,727.3663244510045
394,727.3659248043872
395,727.3655603534133
396,727.3652275597987
397,727.3649234622708
398,727.3646461776384
399,727.3643934797981
400,727.3641622356696
401,727.3639511080177
402,727.3637589629986
403,727.363583454739
404,727.3634229259393
405,727.3632766441854
406,727.3631435260382
407,727.3630216824073
408,727.3629104575629
409,727.3628092897866
410,727.3627168895325
411,727.3626324156965
412,727.3625554462344
413,727.3624853029207
414,727.3624209385172
415,727.3623620610038
416,727.3623084222716
417,727.3622597741327
418,727.3622152974756
419,727.3621743424715
420,727.3621368742284
421,727.3621028578549
422,727.3620722015115
423,727.3620440410089
424,727.3620181121302
425,727.3619944370719
426,727.3619730380311
427,727.3619537775236
428,727.3619360329735
429,727.3619197415738
430,727.3619049060322
431,727.3618915290563
432,727.3618794111945
433,727.3618682568307
434,727.3618580478559
435,727.3618487682489
436,727.3618403946433
437,727.3618326855513
438,727.361825532844
439,727.3618189398356
440,727.3618129098402
441,727.3618074461718
442,727.3618025521449
443,727.3617982085909
444,727.3617941316172
445,727.3617902683498
446,727.3617866622487
447,727.3617833567746
448,727.3617803953877
449,727.3617778215483
450,727.3617756339031
451,727.3617735479852
452,727.3617715394117
453,727.3617696491916
454,727.3617679183337
455,727.361766387847
456,727.36176509874
457,727.3617640433582
458,727.3617630354819
459,727.3617620686814
460,727.3617611622192
461,727.3617603353581
462,727.3617596073606
463,727.3617589974891
464,727.3617584944656
465,727.3617580216186
466,727.3617575776527
467,727.361757166678
468,727.3617567928038
469,727.3617564601402
470,727.3617561727967
471,727.3617559236015
472,727.3617556925475
473,727.3617554785384
474,727.3617552809752
475,727.3617550992586
476,727.3617549327897
477,727.3617547809694
478,727.3617546431983
479,727.3617545188777
480,727.3617544074082
481,727.3617543081907
482,727.3617542206264
483,727.3617541449555
484,727.3617540835293
485,727.3617540346811
486,727.3617539962931
487,727.3617539662479
488,727.3617539424276
489,727.3617539227149
490,727.3617539049919
491,727.3617538871412
492,727.3617538670451
493,727.3617538425858
494,727.361753811646
495,727.3617537738965
496,727.3617537474546
